Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5910","Export quantity","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2023","2023","t","6.28","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2023","2023","1000 USD","20","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2024","2024","t","23.82","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2024","2024","1000 USD","118","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2024","2024","t","51.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24220","Vermouth and other wine of fresh grapes flavoured with plats or aromatic substances","2024","2024","1000 USD","199","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01376","Walnuts, in shell","2022","2022","t","30798.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01376","Walnuts, in shell","2022","2022","1000 USD","50907","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01376","Walnuts, in shell","2022","2022","t","383","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01376","Walnuts, in shell","2022","2022","1000 USD","883","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01376","Walnuts, in shell","2023","2023","t","57287.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01376","Walnuts, in shell","2023","2023","1000 USD","78784","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01376","Walnuts, in shell","2023","2023","t","294.61","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01376","Walnuts, in shell","2023","2023","1000 USD","723","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01376","Walnuts, in shell","2024","2024","t","55448.47","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01376","Walnuts, in shell","2024","2024","1000 USD","85409","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01376","Walnuts, in shell","2024","2024","t","332.97","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01376","Walnuts, in shell","2024","2024","1000 USD","490","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21429.02","Walnuts, shelled","2022","2022","t","2204.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21429.02","Walnuts, shelled","2022","2022","1000 USD","9694","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21429.02","Walnuts, shelled","2022","2022","t","979.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21429.02","Walnuts, shelled","2022","2022","1000 USD","4396","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21429.02","Walnuts, shelled","2023","2023","t","4847.13","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21429.02","Walnuts, shelled","2023","2023","1000 USD","15129","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21429.02","Walnuts, shelled","2023","2023","t","167.21","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21429.02","Walnuts, shelled","2023","2023","1000 USD","771","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21429.02","Walnuts, shelled","2024","2024","t","3785.83","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21429.02","Walnuts, shelled","2024","2024","1000 USD","19286","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21429.02","Walnuts, shelled","2024","2024","t","931.91","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21429.02","Walnuts, shelled","2024","2024","1000 USD","5126","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01221","Watermelons","2022","2022","t","4.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01221","Watermelons","2022","2022","1000 USD","8","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01221","Watermelons","2022","2022","t","38312.68","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01221","Watermelons","2022","2022","1000 USD","9397","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01221","Watermelons","2023","2023","t","15.3","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01221","Watermelons","2023","2023","1000 USD","31","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01221","Watermelons","2023","2023","t","51727.35","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01221","Watermelons","2023","2023","1000 USD","11784","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01221","Watermelons","2024","2024","t","0.38","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01221","Watermelons","2024","2024","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01221","Watermelons","2024","2024","t","49365.39","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01221","Watermelons","2024","2024","1000 USD","13064","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2022","2022","t","49.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2022","2022","1000 USD","26","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2022","2022","t","6798598.3","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2022","2022","1000 USD","2130739","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2023","2023","t","85007.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2023","2023","1000 USD","31815","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2023","2023","t","157566.49","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2023","2023","1000 USD","48234","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0111","Wheat","2024","2024","t","116428.4","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0111","Wheat","2024","2024","1000 USD","39809","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0111","Wheat","2024","2024","t","72048.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0111","Wheat","2024","2024","1000 USD","22319","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23110","Wheat and meslin flour","2022","2022","t","4416.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23110","Wheat and meslin flour","2022","2022","1000 USD","2592","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23110","Wheat and meslin flour","2022","2022","t","708441.03","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23110","Wheat and meslin flour","2022","2022","1000 USD","288001","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23110","Wheat and meslin flour","2023","2023","t","2650.85","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23110","Wheat and meslin flour","2023","2023","1000 USD","2082","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23110","Wheat and meslin flour","2023","2023","t","75690.29","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23110","Wheat and meslin flour","2023","2023","1000 USD","53256","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23110","Wheat and meslin flour","2024","2024","t","2311.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23110","Wheat and meslin flour","2024","2024","1000 USD","1747","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23110","Wheat and meslin flour","2024","2024","t","115129.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23110","Wheat and meslin flour","2024","2024","1000 USD","81721","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.03","Whey, condensed","2022","2022","t","88.62","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.03","Whey, condensed","2022","2022","1000 USD","259","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.03","Whey, condensed","2022","2022","t","154.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.03","Whey, condensed","2022","2022","1000 USD","237","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.03","Whey, condensed","2023","2023","t","2189.8","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.03","Whey, condensed","2023","2023","1000 USD","1526","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.03","Whey, condensed","2023","2023","t","11.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.03","Whey, condensed","2023","2023","1000 USD","42","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.03","Whey, condensed","2024","2024","t","2043.38","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.03","Whey, condensed","2024","2024","1000 USD","1517","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.03","Whey, condensed","2024","2024","t","15.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.03","Whey, condensed","2024","2024","1000 USD","44","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.02","Whey, dry","2022","2022","t","7596.85","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.02","Whey, dry","2022","2022","1000 USD","15935","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.02","Whey, dry","2022","2022","t","144.52","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.02","Whey, dry","2022","2022","1000 USD","529","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.02","Whey, dry","2023","2023","t","18972.51","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.02","Whey, dry","2023","2023","1000 USD","31311","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.02","Whey, dry","2023","2023","t","166.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.02","Whey, dry","2023","2023","1000 USD","391","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22130.02","Whey, dry","2024","2024","t","14135.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22130.02","Whey, dry","2024","2024","1000 USD","21679","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22130.02","Whey, dry","2024","2024","t","178.43","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22130.02","Whey, dry","2024","2024","1000 USD","587","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22211","Whole milk powder","2022","2022","t","46.58","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22211","Whole milk powder","2022","2022","1000 USD","473","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22211","Whole milk powder","2022","2022","t","1875.75","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22211","Whole milk powder","2022","2022","1000 USD","8602","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22211","Whole milk powder","2023","2023","t","94.43","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22211","Whole milk powder","2023","2023","1000 USD","564","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22211","Whole milk powder","2023","2023","t","1895.79","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22211","Whole milk powder","2023","2023","1000 USD","9283","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22211","Whole milk powder","2024","2024","t","144.02","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22211","Whole milk powder","2024","2024","1000 USD","645","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22211","Whole milk powder","2024","2024","t","1836.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22211","Whole milk powder","2024","2024","1000 USD","8718","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22222.01","Whole milk, condensed","2022","2022","t","113.31","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22222.01","Whole milk, condensed","2022","2022","1000 USD","375","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22222.01","Whole milk, condensed","2023","2023","t","112.09","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22222.01","Whole milk, condensed","2023","2023","1000 USD","412","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22222.01","Whole milk, condensed","2024","2024","t","15","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22222.01","Whole milk, condensed","2024","2024","1000 USD","51","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22222.01","Whole milk, condensed","2024","2024","t","395.81","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22222.01","Whole milk, condensed","2024","2024","1000 USD","1674","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","22221.01","Whole milk, evaporated","2022","2022","t","0.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","22221.01","Whole milk, evaporated","2022","2022","1000 USD","15","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22221.01","Whole milk, evaporated","2022","2022","t","78.04","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22221.01","Whole milk, evaporated","2022","2022","1000 USD","295","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22221.01","Whole milk, evaporated","2023","2023","t","125.97","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22221.01","Whole milk, evaporated","2023","2023","1000 USD","473","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22221.01","Whole milk, evaporated","2024","2024","t","130.54","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22221.01","Whole milk, evaporated","2024","2024","1000 USD","558","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.02","Wine","2022","2022","t","7809.62","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.02","Wine","2022","2022","1000 USD","33398","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24212.02","Wine","2022","2022","t","501.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24212.02","Wine","2022","2022","1000 USD","5148","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.02","Wine","2023","2023","t","6741.18","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.02","Wine","2023","2023","1000 USD","32856","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24212.02","Wine","2023","2023","t","567.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24212.02","Wine","2023","2023","1000 USD","2990","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.02","Wine","2024","2024","t","4744.93","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.02","Wine","2024","2024","1000 USD","25622","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24212.02","Wine","2024","2024","t","932.75","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24212.02","Wine","2024","2024","1000 USD","6703","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0994","Wool grease and lanolin","2022","2022","t","1375.16","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0994","Wool grease and lanolin","2022","2022","1000 USD","8458","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0994","Wool grease and lanolin","2022","2022","t","901.55","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0994","Wool grease and lanolin","2022","2022","1000 USD","6904","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0994","Wool grease and lanolin","2023","2023","t","746.8","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0994","Wool grease and lanolin","2023","2023","1000 USD","5487","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0994","Wool grease and lanolin","2023","2023","t","634.89","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0994","Wool grease and lanolin","2023","2023","1000 USD","4319","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F0994","Wool grease and lanolin","2024","2024","t","964.65","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F0994","Wool grease and lanolin","2024","2024","1000 USD","5541","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F0994","Wool grease and lanolin","2024","2024","t","700.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F0994","Wool grease and lanolin","2024","2024","1000 USD","4547","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","26130","Wool, degreased or carbonized, not carded or combed","2022","2022","t","44459.94","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","26130","Wool, degreased or carbonized, not carded or combed","2022","2022","1000 USD","69567","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","26130","Wool, degreased or carbonized, not carded or combed","2022","2022","t","134.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","26130","Wool, degreased or carbonized, not carded or combed","2022","2022","1000 USD","393","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","26130","Wool, degreased or carbonized, not carded or combed","2023","2023","t","55579.27","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","26130","Wool, degreased or carbonized, not carded or combed","2023","2023","1000 USD","79964","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","26130","Wool, degreased or carbonized, not carded or combed","2023","2023","t","114.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","26130","Wool, degreased or carbonized, not carded or combed","2023","2023","1000 USD","484","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","26130","Wool, degreased or carbonized, not carded or combed","2024","2024","t","69135.4","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","26130","Wool, degreased or carbonized, not carded or combed","2024","2024","1000 USD","89864","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","26130","Wool, degreased or carbonized, not carded or combed","2024","2024","t","115.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","26130","Wool, degreased or carbonized, not carded or combed","2024","2024","1000 USD","464","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1009","Wool, hair waste","2022","2022","t","38.19","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1009","Wool, hair waste","2022","2022","1000 USD","77","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1009","Wool, hair waste","2022","2022","t","1391.61","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1009","Wool, hair waste","2022","2022","1000 USD","6846","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1009","Wool, hair waste","2023","2023","t","116.39","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1009","Wool, hair waste","2023","2023","1000 USD","459","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1009","Wool, hair waste","2023","2023","t","855.38","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1009","Wool, hair waste","2023","2023","1000 USD","4434","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1009","Wool, hair waste","2024","2024","t","231.49","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1009","Wool, hair waste","2024","2024","1000 USD","526","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1009","Wool, hair waste","2024","2024","t","564.06","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1009","Wool, hair waste","2024","2024","1000 USD","2216","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","39213","Wool, shoddy","2022","2022","t","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","39213","Wool, shoddy","2022","2022","1000 USD","5","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","39213","Wool, shoddy","2022","2022","t","115.12","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","39213","Wool, shoddy","2022","2022","1000 USD","386","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","39213","Wool, shoddy","2023","2023","t","13.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","39213","Wool, shoddy","2023","2023","1000 USD","18","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","39213","Wool, shoddy","2023","2023","t","54.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","39213","Wool, shoddy","2023","2023","1000 USD","207","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","39213","Wool, shoddy","2024","2024","t","0.19","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","39213","Wool, shoddy","2024","2024","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","39213","Wool, shoddy","2024","2024","t","50.96","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","39213","Wool, shoddy","2024","2024","1000 USD","141","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01540","Yams","2022","2022","t","6.24","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01540","Yams","2022","2022","1000 USD","7","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01540","Yams","2022","2022","t","8246.39","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01540","Yams","2022","2022","1000 USD","2991","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01540","Yams","2023","2023","t","1.94","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01540","Yams","2023","2023","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01540","Yams","2023","2023","t","7552.64","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01540","Yams","2023","2023","1000 USD","3860","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01540","Yams","2024","2024","t","6595.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01540","Yams","2024","2024","1000 USD","4502","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01591","Yautia","2022","2022","t","18.64","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01591","Yautia","2022","2022","1000 USD","9","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01591","Yautia","2023","2023","t","0.22","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01591","Yautia","2023","2023","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01591","Yautia","2024","2024","t","0.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01591","Yautia","2024","2024","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22230.01","Yoghurt","2022","2022","t","18.49","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22230.01","Yoghurt","2022","2022","1000 USD","28","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22230.01","Yoghurt","2023","2023","t","0.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22230.01","Yoghurt","2023","2023","1000 USD","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","22230.01","Yoghurt","2024","2024","t","2.71","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","22230.01","Yoghurt","2024","2024","1000 USD","8","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1882","Crops and livestock products","2022","2022","1000 USD","37433197.97","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1882","Crops and livestock products","2022","2022","1000 USD","45287795.74","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1882","Crops and livestock products","2023","2023","1000 USD","32912402.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1882","Crops and livestock products","2023","2023","1000 USD","42238702.33","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1882","Crops and livestock products","2024","2024","1000 USD","37755998.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1882","Crops and livestock products","2024","2024","1000 USD","43966528.7","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1982","Food Excluding Fish","2022","2022","1000 USD","32031945.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1982","Food Excluding Fish","2022","2022","1000 USD","38475801.17","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1982","Food Excluding Fish","2023","2023","1000 USD","29214848.7","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1982","Food Excluding Fish","2023","2023","1000 USD","35158233.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1982","Food Excluding Fish","2024","2024","1000 USD","33013019.58","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1982","Food Excluding Fish","2024","2024","1000 USD","36342263.62","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","T0010","Total Merchandise Trade","2022","2022","1000 USD","720440803","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","T0010","Total Merchandise Trade","2022","2022","1000 USD","453399680","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5622","Import value","T0010","Total Merchandise Trade","2023","2023","1000 USD","672667279","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","T0010","Total Merchandise Trade","2023","2023","1000 USD","432000868","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5622","Import value","T0010","Total Merchandise Trade","2024","2024","1000 USD","701595586","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5922","Export value","T0010","Total Merchandise Trade","2024","2024","1000 USD","442600195","X","Value from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","356","India","5610","Import quantity","F2073","Pigmeat (meat equivalent)","2022","2022","t","740.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F2073","Pigmeat (meat equivalent)","2022","2022","1000 USD","3390.56","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F2073","Pigmeat (meat equivalent)","2022","2022","t","1382.32","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F2073","Pigmeat (meat equivalent)","2022","2022","1000 USD","4400.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F2073","Pigmeat (meat equivalent)","2023","2023","t","582.91","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F2073","Pigmeat (meat equivalent)","2023","2023","1000 USD","2749.57","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F2073","Pigmeat (meat equivalent)","2023","2023","t","113.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F2073","Pigmeat (meat equivalent)","2023","2023","1000 USD","478.69","A","Official value",""
