Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5610","Import quantity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","695.84","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","1000 USD","3197","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","t","1212.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21113.01","Meat of pig with the bone, fresh or chilled","2022","2022","1000 USD","3702","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","t","558.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21113.01","Meat of pig with the bone, fresh or chilled","2023","2023","1000 USD","2633","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","957.92","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","1000 USD","4191","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","t","222.02","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21113.01","Meat of pig with the bone, fresh or chilled","2024","2024","1000 USD","797","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21115","Meat of sheep, fresh or chilled","2022","2022","t","129.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21115","Meat of sheep, fresh or chilled","2022","2022","1000 USD","1372","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21115","Meat of sheep, fresh or chilled","2022","2022","t","9191.44","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21115","Meat of sheep, fresh or chilled","2022","2022","1000 USD","64713","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21115","Meat of sheep, fresh or chilled","2023","2023","t","349.93","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21115","Meat of sheep, fresh or chilled","2023","2023","1000 USD","3104","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21115","Meat of sheep, fresh or chilled","2023","2023","t","9960.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21115","Meat of sheep, fresh or chilled","2023","2023","1000 USD","71978","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21115","Meat of sheep, fresh or chilled","2024","2024","t","304.81","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21115","Meat of sheep, fresh or chilled","2024","2024","1000 USD","2406","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21115","Meat of sheep, fresh or chilled","2024","2024","t","11049.67","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21115","Meat of sheep, fresh or chilled","2024","2024","1000 USD","79914","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21124","Meat of turkeys, fresh or chilled","2022","2022","t","149.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21124","Meat of turkeys, fresh or chilled","2022","2022","1000 USD","642","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21124","Meat of turkeys, fresh or chilled","2023","2023","t","167.04","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 USD","850","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21124","Meat of turkeys, fresh or chilled","2023","2023","t","0.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21124","Meat of turkeys, fresh or chilled","2023","2023","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21124","Meat of turkeys, fresh or chilled","2024","2024","t","145.17","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21124","Meat of turkeys, fresh or chilled","2024","2024","1000 USD","551","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21124","Meat of turkeys, fresh or chilled","2024","2024","t","0.29","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21124","Meat of turkeys, fresh or chilled","2024","2024","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","F1172","Meat prepared n.e.c.","2022","2022","t","1.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","F1172","Meat prepared n.e.c.","2022","2022","1000 USD","9","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1172","Meat prepared n.e.c.","2023","2023","t","0.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1172","Meat prepared n.e.c.","2023","2023","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","F1172","Meat prepared n.e.c.","2024","2024","t","10.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","F1172","Meat prepared n.e.c.","2024","2024","1000 USD","82","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01449.01","Melonseed","2022","2022","t","74425.83","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01449.01","Melonseed","2022","2022","1000 USD","65662","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01449.01","Melonseed","2022","2022","t","1046.68","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01449.01","Melonseed","2022","2022","1000 USD","12373","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01449.01","Melonseed","2023","2023","t","35455.46","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01449.01","Melonseed","2023","2023","1000 USD","85489","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01449.01","Melonseed","2023","2023","t","827.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01449.01","Melonseed","2023","2023","1000 USD","10489","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01449.01","Melonseed","2024","2024","t","86264.02","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01449.01","Melonseed","2024","2024","1000 USD","166261","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01449.01","Melonseed","2024","2024","t","1581.77","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01449.01","Melonseed","2024","2024","1000 USD","12861","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0118","Millet","2022","2022","t","329.01","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0118","Millet","2022","2022","1000 USD","156","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0118","Millet","2022","2022","t","100161.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0118","Millet","2022","2022","1000 USD","36615","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0118","Millet","2023","2023","t","217.47","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0118","Millet","2023","2023","1000 USD","177","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0118","Millet","2023","2023","t","103057.81","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0118","Millet","2023","2023","1000 USD","42934","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0118","Millet","2024","2024","t","1320.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0118","Millet","2024","2024","1000 USD","543","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0118","Millet","2024","2024","t","79567.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0118","Millet","2024","2024","1000 USD","38092","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23180","Mixes and doughs for the preparation of bakers' wares","2022","2022","t","1931.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23180","Mixes and doughs for the preparation of bakers' wares","2022","2022","1000 USD","4393","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23180","Mixes and doughs for the preparation of bakers' wares","2022","2022","t","7300.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23180","Mixes and doughs for the preparation of bakers' wares","2022","2022","1000 USD","11752","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23180","Mixes and doughs for the preparation of bakers' wares","2023","2023","t","2494.45","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23180","Mixes and doughs for the preparation of bakers' wares","2023","2023","1000 USD","5752","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23180","Mixes and doughs for the preparation of bakers' wares","2023","2023","t","9196.77","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23180","Mixes and doughs for the preparation of bakers' wares","2023","2023","1000 USD","14626","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","t","2478.51","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","1000 USD","5964","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","t","8778.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23180","Mixes and doughs for the preparation of bakers' wares","2024","2024","1000 USD","14203","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23540","Molasses","2022","2022","t","5971.49","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23540","Molasses","2022","2022","1000 USD","672","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23540","Molasses","2022","2022","t","1675096.28","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23540","Molasses","2022","2022","1000 USD","265552","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23540","Molasses","2023","2023","t","9625.53","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23540","Molasses","2023","2023","1000 USD","1092","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23540","Molasses","2023","2023","t","1161463.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23540","Molasses","2023","2023","1000 USD","189622","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23540","Molasses","2024","2024","t","14346.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23540","Molasses","2024","2024","1000 USD","1685","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23540","Molasses","2024","2024","t","219137.09","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23540","Molasses","2024","2024","1000 USD","40163","A","Official value",""
"TCL","Crops and livestock products","356","India","5908","Export quantity","02133","Mules and hinnies","2024","2024","An","1","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","02133","Mules and hinnies","2024","2024","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01270","Mushrooms and truffles","2022","2022","t","19.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01270","Mushrooms and truffles","2022","2022","1000 USD","80","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01270","Mushrooms and truffles","2022","2022","t","1250.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01270","Mushrooms and truffles","2022","2022","1000 USD","1757","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01270","Mushrooms and truffles","2023","2023","t","28.84","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01270","Mushrooms and truffles","2023","2023","1000 USD","98","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01270","Mushrooms and truffles","2023","2023","t","613.74","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01270","Mushrooms and truffles","2023","2023","1000 USD","619","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01270","Mushrooms and truffles","2024","2024","t","29.41","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01270","Mushrooms and truffles","2024","2024","1000 USD","123","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01270","Mushrooms and truffles","2024","2024","t","541.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01270","Mushrooms and truffles","2024","2024","1000 USD","724","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.01","Must of grape","2022","2022","t","2.13","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.01","Must of grape","2022","2022","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","24212.01","Must of grape","2022","2022","t","0.03","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","24212.01","Must of grape","2022","2022","1000 USD","2","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.01","Must of grape","2023","2023","t","0.25","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.01","Must of grape","2023","2023","1000 USD","0","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","24212.01","Must of grape","2024","2024","t","34.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","24212.01","Must of grape","2024","2024","1000 USD","32","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01442","Mustard seed","2022","2022","t","160.83","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01442","Mustard seed","2022","2022","1000 USD","203","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01442","Mustard seed","2022","2022","t","55443.79","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01442","Mustard seed","2022","2022","1000 USD","51134","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01442","Mustard seed","2023","2023","t","337.42","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01442","Mustard seed","2023","2023","1000 USD","384","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01442","Mustard seed","2023","2023","t","41887.65","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01442","Mustard seed","2023","2023","1000 USD","32229","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01442","Mustard seed","2024","2024","t","1758.52","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01442","Mustard seed","2024","2024","1000 USD","1833","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01442","Mustard seed","2024","2024","t","24274.77","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01442","Mustard seed","2024","2024","1000 USD","19969","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21641.02","Mustard seed oil, crude","2022","2022","t","85.54","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21641.02","Mustard seed oil, crude","2022","2022","1000 USD","204","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21641.02","Mustard seed oil, crude","2022","2022","t","5538.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21641.02","Mustard seed oil, crude","2022","2022","1000 USD","15193","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21641.02","Mustard seed oil, crude","2023","2023","t","15.57","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21641.02","Mustard seed oil, crude","2023","2023","1000 USD","35","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21641.02","Mustard seed oil, crude","2023","2023","t","7687.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21641.02","Mustard seed oil, crude","2023","2023","1000 USD","16983","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21641.02","Mustard seed oil, crude","2024","2024","t","8690.07","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21641.02","Mustard seed oil, crude","2024","2024","1000 USD","18161","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","02910","Natural honey","2022","2022","t","1138.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02910","Natural honey","2022","2022","1000 USD","3805","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02910","Natural honey","2022","2022","t","86182.9","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","02910","Natural honey","2022","2022","1000 USD","229261","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","02910","Natural honey","2023","2023","t","522.46","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02910","Natural honey","2023","2023","1000 USD","2466","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02910","Natural honey","2023","2023","t","98273.45","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","02910","Natural honey","2023","2023","1000 USD","170946","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","02910","Natural honey","2024","2024","t","356.87","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","02910","Natural honey","2024","2024","1000 USD","1881","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","02910","Natural honey","2024","2024","t","94778.45","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","02910","Natural honey","2024","2024","1000 USD","179776","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.02","Natural rubber in other forms","2022","2022","t","551240.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.02","Natural rubber in other forms","2022","2022","1000 USD","1035984","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.02","Natural rubber in other forms","2022","2022","t","1445.48","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.02","Natural rubber in other forms","2022","2022","1000 USD","3073","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.02","Natural rubber in other forms","2023","2023","t","470621.99","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.02","Natural rubber in other forms","2023","2023","1000 USD","702133","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.02","Natural rubber in other forms","2023","2023","t","3333.02","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.02","Natural rubber in other forms","2023","2023","1000 USD","5316","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.02","Natural rubber in other forms","2024","2024","t","570082.95","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.02","Natural rubber in other forms","2024","2024","1000 USD","1033670","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.02","Natural rubber in other forms","2024","2024","t","2993.27","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.02","Natural rubber in other forms","2024","2024","1000 USD","5175","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.01","Natural rubber in primary forms","2022","2022","t","8373.63","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.01","Natural rubber in primary forms","2022","2022","1000 USD","11791","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.01","Natural rubber in primary forms","2022","2022","t","1088.9","I","Value imputed by a receiving agency",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.01","Natural rubber in primary forms","2022","2022","1000 USD","1757","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.01","Natural rubber in primary forms","2023","2023","t","11084.73","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.01","Natural rubber in primary forms","2023","2023","1000 USD","12004","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.01","Natural rubber in primary forms","2023","2023","t","869.15","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.01","Natural rubber in primary forms","2023","2023","1000 USD","1236","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01950.01","Natural rubber in primary forms","2024","2024","t","7620.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01950.01","Natural rubber in primary forms","2024","2024","1000 USD","10810","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01950.01","Natural rubber in primary forms","2024","2024","t","1918.23","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01950.01","Natural rubber in primary forms","2024","2024","1000 USD","3119","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","10964.2","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01653","Nutmeg, mace, cardamoms, raw","2022","2022","1000 USD","95613","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2022","2022","t","14664.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2022","2022","1000 USD","183099","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01653","Nutmeg, mace, cardamoms, raw","2023","2023","t","15140","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01653","Nutmeg, mace, cardamoms, raw","2023","2023","1000 USD","129831","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2023","2023","t","10905.91","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2023","2023","1000 USD","133670","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","01653","Nutmeg, mace, cardamoms, raw","2024","2024","t","9160.85","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","01653","Nutmeg, mace, cardamoms, raw","2024","2024","1000 USD","116352","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","01653","Nutmeg, mace, cardamoms, raw","2024","2024","t","14357.38","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","01653","Nutmeg, mace, cardamoms, raw","2024","2024","1000 USD","236174","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0117","Oats","2022","2022","t","50506.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0117","Oats","2022","2022","1000 USD","21942","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2022","2022","t","347.24","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2022","2022","1000 USD","189","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0117","Oats","2023","2023","t","47729.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0117","Oats","2023","2023","1000 USD","17805","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2023","2023","t","361.29","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2023","2023","1000 USD","326","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","0117","Oats","2024","2024","t","31737.77","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","0117","Oats","2024","2024","1000 USD","12909","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","0117","Oats","2024","2024","t","864.39","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","0117","Oats","2024","2024","1000 USD","575","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23140.07","Oats, rolled","2022","2022","t","38454.16","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23140.07","Oats, rolled","2022","2022","1000 USD","27522","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2022","2022","t","1196.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2022","2022","1000 USD","2020","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23140.07","Oats, rolled","2023","2023","t","49423.19","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23140.07","Oats, rolled","2023","2023","1000 USD","34179","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2023","2023","t","1594.72","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2023","2023","1000 USD","2837","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","23140.07","Oats, rolled","2024","2024","t","66709.58","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","23140.07","Oats, rolled","2024","2024","1000 USD","43102","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","23140.07","Oats, rolled","2024","2024","t","2400.35","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","23140.07","Oats, rolled","2024","2024","1000 USD","4667","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2022","2022","t","48.13","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2022","2022","1000 USD","176","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2023","2023","t","39.91","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2023","2023","1000 USD","167","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2024","2024","t","44.26","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21170.93","Offals n.e.c. (excluding mammals), fresh, chilled or frozen","2024","2024","1000 USD","212","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.04","Oil of castor beans","2022","2022","t","59.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.04","Oil of castor beans","2022","2022","1000 USD","749","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2022","2022","t","581575.37","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2022","2022","1000 USD","1090121","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.04","Oil of castor beans","2023","2023","t","189.48","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.04","Oil of castor beans","2023","2023","1000 USD","1078","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2023","2023","t","629846.27","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2023","2023","1000 USD","1009268","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.04","Oil of castor beans","2024","2024","t","66.76","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.04","Oil of castor beans","2024","2024","1000 USD","1031","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.04","Oil of castor beans","2024","2024","t","701613.8","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.04","Oil of castor beans","2024","2024","1000 USD","1041643","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.12","Oil of linseed","2022","2022","t","2579.96","A","Official value",""
